,county,inspector,siteName,Permittee,reportNumber,permit,date,sitecondition,sitestatus,EvidenceCollected,Compliance,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,Q_16,Q_17,Q_18,Q_19,Q_20,Q_21,Q_22,Q_23,Q_24,Q_25,Q_26,Q_27,Q_28,Q_29,Q_30,comments
1633,Garrett,MONGOLD,Messenger/Harlem Mine,"G & S Coal Company, Inc",455-160713-FIR,SM-08-455,7/13/16,C,I,VO,no answer given,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,No,N/A,N/A,N/A,Yes,Yes,No,12/10/16,Yes,Yes,N/A,N/A,N/A,12/31/16," This site is approved for ""Temporary Cessation of Mining Activities"" from 5/15/2015 to 8/15/2016.  A review of site conditions was conducted today with BOM Director John Carey, Al Hooker, Jeff Snyder, Tom Murray and G&S Operator Ted Schwinabart.  Seep-1 was not flowing. A treatment system has been put in place for the seep as instructed. You are to monitor the seep weekly by taking samples (before treatment) and keep normal field sampling records. The samples need to include pH, flow, iron, manganese, suspended solids, acidity, alkalinity, aluminum, specific conductance, dissolved solids and sulfate. Submit any lab analysis sheets, by e-mail, to Al Hooker and me. Weekly field monitoring records are to be kept and made available for review upon my request.  There are rills, washes, bare areas and a highwall slump that need repaired as soon as weather permits to avoid a violation.    "
2009,Garrett,MONGOLD,Snake Hill Yard No. 1,"G & S Coal Company, Inc",SC120-160713-FIR,SC-07-120,7/13/16,C,A,VO,no answer given,Yes,Yes,Yes,N/A,N/A,N/A,Yes,Yes,No,No,No,Yes,No,Yes,No,No,events.,N/A,N/A,N/A,N/A,N/A,N/A,12/10/16,Yes,Yes,Yes,this,Yes,N/A, There was no activity at this site during this inspection.  Sediment and drainage control are functioning properly. Pond #1 was not discharging. DMR's are being submitted on time with no violations noted.  No problems or concerns were noted during this inspection.          
1331,Garrett,SCHARTIGER,Althouse Hill Mine,Laoc Corp.,458-160713-FIR,SM-11-458,7/13/16,C,I,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"On site review today with Mark Carney and Jeff Messenger for the purpose of Revegetation Reviews along with inspections and enforcement for the Maryland Bureau of Mines.  Planting report #1, Phase II, 3 acres of grasses, does not meet the requirements for Bond release. Planting report #2, Phase II, 4 acres of grasses, does not meet the requirements for Bond release. The LRC will not review Permit SM-11-458 this fall.  Additional lime, fertilizer, seed and mulch is required at various locations on both Planting Reports #1 and #2   Any questions or concerns, please contact this inspector @ (301)697-0344.     "
1427,Ga,SCHARTIGER,Underwood Mine,Laoc Corp.,460-160713-FIR,SM-12-460,7/13/16,C,I,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Suspended,N/A,N/A,N/A,Yes,Yes,needed,Yes,Yes,N/A,Yes,Yes,Yes,Yes,"On site review today with Mark Carney and Jeff Messenger for the purpose of Revegetation Reviews along with inspections and enforcement for the Maryland Bureau of Mines.  Planting Report #1, Phase II, 3 acres of grasses does not meet the requirements for Bond Release. The LRC will not review Permit SM-12-460 this fall.  Additional lime, fertilizer, seed and mulch is required at Planting Report #1.  Any questions or concerns, please contact this inspector @ (301)697-0344.     "
443,Garrett,SCHARTIGER,C-Mine Strip,Mettiki Coal LLC,428-160713-FIR,SM-97-428,7/13/16,C,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,No,N/A,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On site review today with Aaron Miller and Mark Carney for the purpose of Revegetation Reviews along with inspections and enforcement for the Maryland Bureau of Mines.  Planting Report #4, Phase III, 16 acres of grasses meets the requirements for Bond Release. Planting Report #6, Phase III, 68 acres of grasses meets the requirements for Bond Release.  Please contact Mark Carney at the Bureau to review the eligibility dates and application requirements.   Questions or concerns, please contact this inspector @ (301) 697-0344     "
356,Allegany,MONGOLD,Barton North Mine,Arch Coal / Vindex Energy Corp.,427-160712-FIR,SM-96-427,7/12/16,C,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,.,N/A,N/A,N/A,N/A,&,No,7/31/16,Yes,Yes,Yes,Yes,Yes,N/A," There are bare and week areas on Planting Report #3. The trees look good.  Sediment and drainage control facilities are functioning properly. Traps 2, 5, 9, 10 and Pond A were not discharging. Trap 7 was discharging a 6.8 ph, 6,600 specific conductance @ 71 degrees F... DMR, s and quarterly water monitoring reports are being submitted on time with no violations noted.  Reclamation work will soon start on the coal processing area.     "
489,Allegany,MONGOLD,Jackson Mountain Mine,Arch Coal / Vindex Energy Corp.,432-160712-FIR,SM-99-432,7/12/16,C,A,VO,no answer given,Yes,Yes,Yes,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,site.,N/A,N/A,Yes,Yes,Yes,7/31/16,Yes,Yes,N/A,N/A,N/A,N/A,"  Conducting final grading operations on the last area being reclaimed as FRA.  All drainage areas associated with Pond #3 have met the required standards for revegetation success for Phase II Bond Release. On this date, Pond #3 is being reclaimed as per the approved Coal Mining Permit; therefore Pond #3, Outfall 003 on NPDES Permit MD0067059 can be eliminated from the Net DMR system.      "
1830,Allegany,MURPHY,Mine No. 5 Tipple,"Beechwod Coal, LLC",104-160712-FIR,SC-08-104,7/12/16,no answer given,A,VO,N/A,Yes,Yes,N/A,Yes,N/A,N/A,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,N/A,N/A,N/A,Yes,Yes,Yes,11/23/16,Yes,Yes,Yes,Yes,Yes,N/A,"No discharge from oo2 today. Outfall # 003 has a pH of 7.7, 1040 Us at 68 degrees F. DMR's are current and appear in good order. Trees have been removed from pond #2 dam  and clean out of various sumps in progress.     "
146,Allegany,SCHARTIGER,Koontz Mine,"Clise Coal Co., Inc.",404-160712-FIR,SM-86-404,7/12/16,no answer given,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,be,current?,N/A,N/A,N/A,N/A,N/A,Current?,"On site review today with Steve Jenkins, Representative for the Land Owner for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  Mr. Jenkins requested a site visit to review the permit and consider Clise Coal's request to retain the Clear Water Diversion Ditch at the Eastern portion of the permit. After a field review, Mr. Jenkins stated that he wanted the Clear Water Diversion Ditch removed.  The Clear Water Diversion, along the permit boundary, will need to be removed. The operator will schedule the removal and reclamation of the area.  There are several rills and washes forming throughout the permit area. The operator will make repairs on all rills and washes, apply the required amounts of lime, fertilizer, seed and mulch.  There are bare areas throughout the permit that need to be addressed. Several notable bare areas are at the old coal yard, along the access road and the last reclaimed high wall. These areas as well as any other bare areas on the permit will have the required amounts of lime, fertilizer, seed and mulch applied.  There is an area at the eastern portion of the permit where the high wall has settled. The operator is required to make all repairs on the settled area and apply the required amounts of lime, fertilizer, seed and mulch.  The operator stated that he has hired a site contractor to make the required repairs throughout the permit. The repairs are scheduled for the coming months. The operator will notify this Inspector by phone, the schedule for any and all repairs.  Any questions, please contact this inspector @ (301)697-0344.   "
1247,Garrett,MURPHY,Duckworth Mine,"G & S Coal Company, Inc",454-10712-FIR,SM-07-454,7/12/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,No,No,No,No,No,Yes,Yes,Yes,pumping,Yes,Yes,Yes,Yes,Contemporaneous?,Yes,12/10/16,Yes,Yes,Yes,Yes,Yes,12/10/16,"Inspection today with Tom Murray and Ted Schwinabart present  . Outfall # 001 had no discharge . Outfall 002 had a pH of 7.4, 950 Us at 76 degrees F.  Outfall #3 had no discharge. There is a dozer spreading cover on the Harlem today.  Ted stated that seeding of the remaining Barton seam would be done when the Harlem was done. Water in the Barton pit has been pumped down and and the exposed pit floor treated. Therefore NOVO  454-160224-NOV Violation 1 of 2 and 2 of 2 are terminated.  Ted mentioned that a highwall miner would be used on the pit floor and that it was likely that some in pit storage of water would be needed.  Tom suggested that G & S demontrate that pit water could be kept compliant and then submit an application for in pit water storage.       "
1913,Garrett,SCHARTIGER,Casselman Mine,Maryland Energy Resources,DM-113-160712-FIR,DM-09-113,7/12/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,No,No,Yes,No,cells.,Yes,No,Turbidity,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On site review today with Mine Superintendant Randy Fogle and Bob Huston for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The Mine is active today. Coal is stockpiled and is being trucked off of the site. Maintenance work on the Haul Road and road side sumps has been completed and paved from Durst RD to the power line.  I discussed the NPDES Requirement of a backup generator for the waste water collection and treatment facilities and the location and installation of the Draw Down wells with the Mine Superintendant, Randy Fogle.  Any questions or concerns, please contact this inspector @ (301)697-0344.     "
570,Allegany,SCHARTIGER,Hampshire Hill Mine,Tri Star Mining Inc.,436-160712-FIR,SM-03-436,7/12/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"On site review today with George Beener, the Operator, Ray Tighe, Mine Supervisor, John Carey, the Director of the Bureau of Mines, Tom Murray, Supervisor of Inspections and Enforcement and Ron Schartiger, ECS III, for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  On July 5, 2016, a landslide was located below the SM-436 Permit. The slide appears to be related to Pre-Law Mining and Acid Mine Drainage. Today's meeting is to discuss ideas and options of diverting clear water from the un-mined areas of Tri-Star's Permit SM-436 and the previously mined G&S Permit SM-430 to natural drain ways on the North facing slope of Hampshire Hill.  Years of Pre-Law Mining have left spoil piles, old high walls and many areas of Acid Mine Drainage and seeps downhill from Coal Mine Permit SM-436. The affected areas are on the Franklin and Barton Coal Seams. The area consists of steep slopes, unstable spoil piles and heavily saturated areas from Acid Mine Drainage Seeps from the Pre-Law Mining activities. The Abandoned Mine Lands Section of the Bureau of Mines has completed several AML Projects in the immediate area attempting to control several landslides along the hillside and have utilized the installation of Iron Slag Leech Beds sediment ponds to clean up some of the Acid Mine Drainage.  After discussing several ideas and options, the Operator and the Bureau of Mines decided that a Clear Water Diversion Ditch along the Little Pittsburgh Coal Seam Crop Line will be installed in conjunction with a series of Clear Water Traps at the Eastern permit boundary to regulate the flows of clear water during heavy rain falls and snow melt from the un-mined areas of the Tri-Star SM-436 Permit and the previously mined G&S SM-430 Permit. The discharge of the clear water will be a controlled discharge and directed to a natural drain way instead of introducing additional water to the areas that are affected by the Pre-Law Mining and Spoiling.  Any questions or concerns, please contact this inspector @ (301)697-0344.  "
1713,Garrett,MONGOLD,Taylor #1 Mine,ARJ Construction,DM111-160711-FIR,DM-00-111,7/11/16,C,A,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,No,No,No,Yes,No,Yes,No,No,events.,N/A,N/A,N/A,N/A,N/A,Yes,12/15/16,Yes,Yes,Yes,Yes,Yes,N/A," On site inspection of the surface area of the deep mine with ARJ Engineer Kevin Clark conducted today.  The deep mine was not producing today due to a roof fall on the active section. Kevin had originally contacted Tom Murray to advise us of the roof fall. Tom advised him to submit a map to BOM Permitting Chief Al Hooker showing the exact location and a brief explanation of the extent of the roof fall.  As discussed before, the reject material generated from coal processing makes the surface run- off water acid and ferruginous during rain events. This reject material on the lower coal processing area needs to be removed to an approved disposal site and the required sump and treatment system must be constructed and in place by 7/19/2016 to avoid a violation. This dead- line was discussed with Kevin Clark.  Sediment and drainage control facilities were functioning properly. Pond #1 was not discharging. Pond #2 was not discharging. Water quality and DMR's are being submitted on time with no violations noted.    "
1530,Garrett,MONGOLD,Lower Bakerstown Mine,ARJ Construction,463-160711-FIR,SM-13-463,7/11/16,C,A,VO,no answer given,updated.,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,No,N/A,N/A,N/A,Yes,Yes,No,12/15/16,Yes,Yes,N/A,N/A,N/A,11/31/2016, The Permit Sign needs to be updated to reflect ARJ Construction as the permittee.  Coal was being loaded out of the pit area today.  Drainage and sediment controls are functioning properly. Pond #1 was discharging.     
1670,Allegany,MURPHY,Jackson Mt. Big Vein Mine,"C & S Coal Company, Inc.",456-160711-FIR,SM-09-456,7/11/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,No,No,No,No,Yes,No,No,No,N/A,N/A,N/A,Yes,Yes,maintenance,1/21/19,Yes,Yes,Yes,Yes,Yes,N/A,No discharge today. DMR's are current and appear in good order.  No mining today.  Restabilize gullies forming in the revegetation  area.  This should occur as soon as possible.     
1903,Al,SCHARTIGER,Franklin Coal Yard,Franklin Coal Yard LLC,SC116-160711-FIR,SC-87-116,7/11/16,C,A,VO,no answer given,Yes,required.,N/A,N/A,N/A,N/A,Yes,Yes,No,No,No,Yes,No,Yes,No,No,ditches,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,cleaned,Yes,Yes,N/A,"On site review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The site is active today with loading, blending and unloading of coal. Pond #1 and Sump #1 are empty. Lime is placed in the inlet ditches to treat water as it enters the structures.  Pond #1 and Sump #1 will need to be cleaned within the next several weeks. All pond and sump cleanings will be removed from site or blended into the coal stock piles. Placement of the pond/sump cleanings alongside the structures is not permitted.  The Haul Road will be swept and watered daily.  Any questions or concerns, please contact this inspector @ (301)697-0344.     "
756,Garrett,SCHARTIGER,Wildman Mine,"G & S Coal Company, Inc",441-160711-FIR,SM-02-441,7/11/16,C,C,VO,no answer given,Yes,N/A,N/A,N/A,N/A,N/A,N/A,removed.,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,Yes,N/A,Tract,Yes,N/A,Yes,N/A,Yes,Yes,N/A,"On site review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  I ran into the Land Owner of the Benard tract, Paul (Jay) Henderson during today's inspection. Mr. Henderson stated his concerns of the Rill/Washes that are present on his property. Rills have been an ongoing issue on the Benard tract, so a call was placed to the operator, Tim Schwinabart, G&S Coal. The issues were discussed and Tim Schwinabart agreed to placement of rip-rap stone in the larger rills/washes and repairs on any other rills that are 8"" or more throughout the permit area. The operator agreed to have the repairs completed by the end of August, 2016.  Please call this inspector when repairs are completed so a field review can be completed.  The permit is in Complete Status. The Wildman tract looks good.  No issues noted on the Wildman Tract.   Any questions or concerns, please contact this inspector @ (301)697-0344.     "
1934,Allegany,MONGOLD,Clark Tipple,Tri Star Mining Inc.,117-160711-FIR,SC-87-117,7/11/16,C,A,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,No,No,No,Yes,No,Yes,No,No,events.,N/A,N/A,N/A,N/A,N/A,N/A,11/1/16,Yes,Yes,Yes,this,Yes,N/A," Stockpiling coal and loading coal for shipment.  The sump at the treatment system is full of sediment and needs to be cleaned out. Pond #1 was not discharging. DMR, s and quarterly water monitoring reports are being submitted on time with no violations noted.  Maintain the water treatment system and keep soda ash bricketts in the treatment barrels.  The northern entrance has a tree down across the road that needs removed.      "
